track_id,wcsr,correct_duration,total_duration,num_predictions,num_ground_truth
Come_Together,0.6594861726795558,167.29200712698412,253.670227,81,33
Misery,0.23970233760230625,25.347917192743775,105.74747599999999,49,44
Please Please Me,0.4952590374465989,58.91301531065759,118.95394300000001,44,77
Love Me Do,0.43097548231354144,59.55815382993199,138.19383299999998,17,71
