0	A:maj	0.295380
1	A:min	0.924978
2	Ab:maj	3.064168
3	Ab:min	6.162220
4	B:maj	0.794731
5	B:min	2.301979
6	Bb:maj	1.254396
7	Bb:min	22.137162
8	C:maj	0.440991
9	C:min	10.825521
10	D:maj	0.384319
11	D:min	1.150783
12	Db:maj	2.801009
13	Db:min	2.088888
14	E:maj	0.339777
15	E:min	1.701051
16	Eb:maj	2.599354
17	Eb:min	23.052908
18	F:maj	0.928462
19	F:min	5.629081
20	G:maj	0.306153
21	G:min	3.992965
22	Gb:maj	2.060347
23	Gb:min	1.594603
